Unidade de Lotação,Processo SEI,Tipo de Processo,Usuários,Atividades,Tipo de Ação,Pontuação,Data Entrega
UO061,53536.136782/2020-91,Fiscalização: Uso do Espectro,Chiara Caruso,TEC_08_1 - Monitorar/gravar remotamente espectro/conteudo,Análise,3,18/03/2021
UO061,53536.136782/2020-91,Fiscalização: Uso do Espectro,Chiara Caruso,TEC_08_1 - Monitorar/gravar remotamente espectro/conteudo,Análise,3,26/03/2021
UO061,53536.136785/2019-92,Fiscalização: Clandestinidade,Chiara Caruso,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",04/11/2020
UO061,53536.136785/2019-92,Fiscalização: Clandestinidade,Chiara Caruso,TEC_24_1 - Tratar demanda de fiscalização,Análise,"0,5",04/11/2020
UO061,53536.136785/2019-92,Fiscalização: Clandestinidade,Grassi Ilaria,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",25/11/2020
UO061,53536.136785/2019-92,Fiscalização: Clandestinidade,LEO FRANKIE,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,25/11/2020
UO061,53536.136789/2019-37,Fiscalização: Clandestinidade,Chiara Caruso,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",04/11/2020
UO061,53536.136789/2019-37,Fiscalização: Clandestinidade,Chiara Caruso,TEC_24_1 - Tratar demanda de fiscalização,Análise,"0,5",04/11/2020
UO061,53536.136789/2019-37,Fiscalização: Clandestinidade,Grassi Ilaria,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",28/12/2020
UO061,53536.136789/2019-37,Fiscalização: Clandestinidade,LEO FRANKIE,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,08/01/2021
UO061,53536.136793/2019-81,Fiscalização: Clandestinidade,Teresa Negri,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,09/11/2020
UO061,53536.136793/2019-81,Fiscalização: Clandestinidade,Teresa Negri,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,09/11/2020
UO061,53536.136795/2019-12,Fiscalização: Uso do Espectro,Chiara Caruso,TEC_08_1 - Monitorar/gravar remotamente espectro/conteudo,Análise,3,28/12/2020
UO061,53536.136795/2019-12,Fiscalização: Uso do Espectro,Chiara Caruso,TEC_08_1 - Monitorar/gravar remotamente espectro/conteudo,Análise,3,11/01/2021
UO061,53536.136795/2019-12,Fiscalização: Uso do Espectro,Chiara Caruso,TEC_09_2 - Analisar dados/documentação,Análise,"0,5",11/01/2021
UO061,53536.136795/2019-12,Fiscalização: Uso do Espectro,Chiara Caruso,TEC_14_3 - Elaborar Relatório e instruir processo prioridade,Análise,13,28/01/2021
UO061,53536.136795/2019-12,Fiscalização: Uso do Espectro,Chiara Caruso,TEC_09_4 - Analisar dados/documentação,Análise,"11,5",12/01/2021
UO061,53536.136795/2019-12,Fiscalização: Uso do Espectro,Chiara Caruso,TEC_09_4 - Analisar dados/documentação,Análise,"11,5",28/01/2021
UO061,53536.136795/2019-12,Fiscalização: Uso do Espectro,Chiara Caruso,TEC_08_1 - Monitorar/gravar remotamente espectro/conteudo,Análise,3,06/01/2021
UO061,53536.136795/2019-12,Fiscalização: Uso do Espectro,Teresa Negri,TEC_14_3 - Elaborar Relatório e instruir processo prioridade,Revisão,"1,5",28/01/2021
UO061,53536.136803/2019-81,Fiscalização: Uso do Espectro,LEO FRANKIE,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,06/12/2020
UO061,53536.136803/2019-81,Fiscalização: Uso do Espectro,LEO FRANKIE,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,06/12/2020
UO061,53536.136803/2019-81,Fiscalização: Uso do Espectro,Grassi Ilaria,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,04/12/2020
UO061,53536.136803/2019-81,Fiscalização: Uso do Espectro,Grassi Ilaria,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",04/12/2020
UO061,53536.136807/2019-70,Fiscalização: Infraestrutura e Funcionamento de Redes,LEO FRANKIE,SERV_09_4 - Inspeções Não Recorrente e Volumosos,Revisão,9,03/12/2020
UO061,53536.136807/2019-70,Fiscalização: Infraestrutura e Funcionamento de Redes,LEO FRANKIE,SERV_18_2 - Relatório Parcial Não Recorrente,Revisão,"2,5",03/12/2020
UO061,53536.136807/2019-70,Fiscalização: Infraestrutura e Funcionamento de Redes,LEO FRANKIE,SERV_06_2 - Análise Resposta Dados Volumosos,Revisão,0,03/12/2020
UO061,53536.136807/2019-70,Fiscalização: Infraestrutura e Funcionamento de Redes,Pagano Alex,SERV_09_4 - Inspeções Não Recorrente e Volumosos,Análise,92,03/12/2020
UO061,53536.136807/2019-70,Fiscalização: Infraestrutura e Funcionamento de Redes,Pagano Alex,SERV_18_2 - Relatório Parcial Não Recorrente,Análise,23,03/12/2020
UO061,53536.136807/2019-70,Fiscalização: Infraestrutura e Funcionamento de Redes,Pagano Alex,SERV_06_2 - Análise Resposta Dados Volumosos,Análise,9,03/12/2020
UO061,53536.136813/2015-16,"Fiscalização: Lacração, Apreensão e Interrupção",Teresa Negri,TEC_14_5_50%,Revisão,2,23/03/2021
UO061,53536.136813/2015-16,"Fiscalização: Lacração, Apreensão e Interrupção",Grassi Ilaria,TEC_14_5_50%,Análise,23,23/03/2021
GR01FI2,53539.136815/2021-07,Fiscalização: Clandestinidade,Esposito Antonio,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,18/02/2021
GR01FI2,53539.136815/2021-07,Fiscalização: Clandestinidade,Esposito Antonio,TEC_15_3 - Instruir processo de autuação PADO Não Outorgada,Revisão,"0,5",18/02/2021
GR01FI2,53539.136815/2021-07,Fiscalização: Clandestinidade,Esposito Antonio,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,18/02/2021
GR01FI2,53539.136815/2021-07,Fiscalização: Clandestinidade,Davide JESSE,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",01/02/2021
GR01FI2,53539.136815/2021-07,Fiscalização: Clandestinidade,Davide JESSE,TEC_15_3 - Instruir processo de autuação PADO Não Outorgada,Análise,6,01/02/2021
GR01FI2,53539.136815/2021-07,Fiscalização: Clandestinidade,Davide JESSE,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_1_10x - MULTI Analisar admissib. denúncia,Análise,5,01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_1_10x - MULTI Analisar admissib. denúncia,Análise,5,01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",01/02/2021
UO062,53539.136821/2021-98,Pessoal: Planejamento da Força de Trabalho,HUGO LUKE,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",01/02/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",31/01/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,08/02/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,08/02/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,08/02/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,08/02/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,08/02/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,18/02/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,18/02/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,18/02/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,18/02/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,18/02/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136833/2021-32,Pessoal: Planejamento da Força de Trabalho,RORY OAKLEY,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",01/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,08/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,08/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,08/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",08/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",08/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",08/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",08/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",08/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",08/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",08/02/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1_10x - MULTI Analisar admissib. denúncia,Análise,5,15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1_10x - MULTI Analisar admissib. denúncia,Análise,5,15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",15/03/2021
UO062,53539.136879/2021-87,Pessoal: Planejamento da Força de Trabalho,JAXON MATTHEW,TEC_24_1 - Tratar demanda de fiscalização,Análise,"0,5",15/03/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1_10x - MULTI Analisar admissib. denúncia,Análise,5,17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1_10x - MULTI Analisar admissib. denúncia,Análise,5,17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",17/02/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1_10x - MULTI Analisar admissib. denúncia,Análise,5,16/03/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,16/03/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,16/03/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",16/03/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",16/03/2021
UO062,53539.136928/2021-10,Pessoal: Planejamento da Força de Trabalho,Valentina MICHAEL,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",16/03/2021
